sector,dimension,mean_feature_std,effective_rank
rotation6d,6,0.7590198516845703,5.8571889516451305
carrier,72,0.5811388492584229,8.909705536787865
invariants,16,0.2864541709423065,3.5786238228236122
artifacts,138,0.3009120523929596,5.223347326492176
omega,3,17.380352020263672,2.98174615220969
tangent,72,9.662116050720215,8.89626513343467
motion_invariants,16,0.29907190799713135,4.790408128138921
motion_artifacts,141,0.528031051158905,3.5608832171451
