representation,mean_feature_std,effective_rank
content_last,0.3619523048400879,8.7599584077096
content_difference,0.543622612953186,8.675064957391548
spatial_map_last_mean,0.023309629410505295,14.677722791902642
spatial_feature_rate_mean,0.013676103204488754,16.825411328763085
motion_forward_mean,3.235325336456299,11.39496015905184
motion_backward_mean,3.2342727184295654,11.394978718988245
predicted_next_last,0.3578305244445801,9.093028840500764
