representation,mean_feature_std,effective_rank
content_last,0.3710763454437256,7.102131747672736
content_difference,0.5610975027084351,6.926658326517816
spatial_map_last_mean,0.0283895842730999,12.300878255122795
spatial_feature_rate_mean,0.01779179275035858,13.11503984784069
motion_forward_mean,3.222695827484131,11.352493271189966
motion_backward_mean,3.2213680744171143,11.347279771914875
predicted_next_last,0.3666413724422455,6.931092468382276
